"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)",
"860Z200US06112","ZCTA5 06112","44460","10315",
"860Z200US06114","ZCTA5 06114","52110","6083",
"860Z200US06117","ZCTA5 06117","171707","9014",
"860Z200US06118","ZCTA5 06118","79740","5121",
"860Z200US06119","ZCTA5 06119","99688","17900",
"860Z200US06120","ZCTA5 06120","34830","4529",
"860Z200US06226","ZCTA5 06226","47162","5835",
"860Z200US06231","ZCTA5 06231","168313","21039",
"860Z200US06232","ZCTA5 06232","134632","20393",
"860Z200US06234","ZCTA5 06234","96207","15043",
"860Z200US06235","ZCTA5 06235","98059","12020",
"860Z200US06237","ZCTA5 06237","127000","29672",
"860Z200US06238","ZCTA5 06238","108213","5147",
"860Z200US06239","ZCTA5 06239","74267","12694",
"860Z200US06241","ZCTA5 06241","88389","10757",
"860Z200US06242","ZCTA5 06242","89250","19668",
"860Z200US06243","ZCTA5 06243","122083","78939",
"860Z200US06247","ZCTA5 06247","108854","19301",
"860Z200US06248","ZCTA5 06248","134435","16825",
"860Z200US06249","ZCTA5 06249","109135","19475",
"860Z200US06250","ZCTA5 06250","99000","21607",
"860Z200US06254","ZCTA5 06254","105000","9871",
"860Z200US06255","ZCTA5 06255","88750","20310",
"860Z200US06256","ZCTA5 06256","80333","16560",
"860Z200US06258","ZCTA5 06258","-","**",
"860Z200US06259","ZCTA5 06259","108476","7952",
"860Z200US06260","ZCTA5 06260","70502","6748",
"860Z200US06262","ZCTA5 06262","-","**",
"860Z200US06263","ZCTA5 06263","88011","77497",
"860Z200US06264","ZCTA5 06264","100227","26120",
"860Z200US06266","ZCTA5 06266","-","**",
"860Z200US06268","ZCTA5 06268","55219","15195",
"860Z200US06269","ZCTA5 06269","-","**",
"860Z200US06277","ZCTA5 06277","110000","34264",
"860Z200US06278","ZCTA5 06278","121875","22798",
"860Z200US06279","ZCTA5 06279","91114","11616",
"860Z200US06280","ZCTA5 06280","76577","23708",
"860Z200US06281","ZCTA5 06281","125778","28103",
"860Z200US06282","ZCTA5 06282","91780","12825",
"860Z200US06320","ZCTA5 06320","59170","5176",
"860Z200US06330","ZCTA5 06330","98698","15255",
"860Z200US06331","ZCTA5 06331","103198","6531",
"860Z200US06332","ZCTA5 06332","61840","59512",
"860Z200US06333","ZCTA5 06333","129083","11336",
"860Z200US06334","ZCTA5 06334","107969","11968",
"860Z200US06335","ZCTA5 06335","118116","27307",
"860Z200US06336","ZCTA5 06336","133750","34047",
"860Z200US06338","ZCTA5 06338","137500","64245",
"860Z200US06339","ZCTA5 06339","106403","14606",
"860Z200US06340","ZCTA5 06340","81792","3662",
"860Z200US06350","ZCTA5 06350","40950","2022",
"860Z200US06351","ZCTA5 06351","82976","10303",
"860Z200US06353","ZCTA5 06353","-","**",
"860Z200US06354","ZCTA5 06354","87711","8104",
"860Z200US06355","ZCTA5 06355","137425","13176",
"860Z200US06357","ZCTA5 06357","93026","14524",
"860Z200US06359","ZCTA5 06359","123938","9792",
"860Z200US06360","ZCTA5 06360","65539","5844",
"860Z200US06365","ZCTA5 06365","117045","26931",
"860Z200US06370","ZCTA5 06370","105700","9518",
"860Z200US06371","ZCTA5 06371","132045","8059",
"860Z200US06373","ZCTA5 06373","-","**",
"860Z200US06374","ZCTA5 06374","71882","10600",
"860Z200US06375","ZCTA5 06375","111833","10635",
"860Z200US06376","ZCTA5 06376","156000","135264",
"860Z200US06377","ZCTA5 06377","97308","13380",
"860Z200US06378","ZCTA5 06378","135714","22839",
"860Z200US06379","ZCTA5 06379","95066","12972",
"860Z200US06380","ZCTA5 06380","63452","14389",
"860Z200US06382","ZCTA5 06382","89635","11754",
"860Z200US06384","ZCTA5 06384","106518","24334",
"860Z200US06385","ZCTA5 06385","100484","10283",
"860Z200US06387","ZCTA5 06387","108787","59829",
"860Z200US06389","ZCTA5 06389","-","**",
"860Z200US06390","ZCTA5 06390","98125","59611",
"860Z200US06401","ZCTA5 06401","86178","9595",
"860Z200US06403","ZCTA5 06403","101516","41518",
"860Z200US06405","ZCTA5 06405","105225","6607",
"860Z200US06409","ZCTA5 06409","107909","41595",
"860Z200US06410","ZCTA5 06410","145179","11424",
"860Z200US06412","ZCTA5 06412","109191","18195",
"860Z200US06413","ZCTA5 06413","124824","13697",
"860Z200US06414","ZCTA5 06414","131090","36551",
"860Z200US06415","ZCTA5 06415","123256","13017",
"860Z200US06416","ZCTA5 06416","110596","9921",
"860Z200US06417","ZCTA5 06417","90253","18732",
"860Z200US06418","ZCTA5 06418","78542","11425",
"860Z200US06419","ZCTA5 06419","140655","16359",
"860Z200US06420","ZCTA5 06420","123425","7461",
"860Z200US06422","ZCTA5 06422","158857","7311",
"860Z200US06423","ZCTA5 06423","107549","18943",
"860Z200US06424","ZCTA5 06424","123680","11366",
"860Z200US06426","ZCTA5 06426","103705","27518",
"860Z200US06437","ZCTA5 06437","137615","11292",
"860Z200US06438","ZCTA5 06438","121429","18624",
"860Z200US06439","ZCTA5 06439","187083","100339",
"860Z200US06441","ZCTA5 06441","111250","17805",
"860Z200US06442","ZCTA5 06442","104358","11012",
"860Z200US06443","ZCTA5 06443","168462","15316",
"860Z200US06444","ZCTA5 06444","139830","14117",
"860Z200US06447","ZCTA5 06447","142105","35140",
"860Z200US06450","ZCTA5 06450","71250","6375",
"860Z200US06451","ZCTA5 06451","71255","6125",
"860Z200US06455","ZCTA5 06455","104180","24665",
"860Z200US06456","ZCTA5 06456","128542","34603",
"860Z200US06457","ZCTA5 06457","79463","5516",
"860Z200US06459","ZCTA5 06459","-","**",
"860Z200US06460","ZCTA5 06460","104360","5613",
"860Z200US06461","ZCTA5 06461","133221","11423",
"860Z200US06467","ZCTA5 06467","-","**",
"860Z200US06468","ZCTA5 06468","157250","12323",
"860Z200US06469","ZCTA5 06469","104888","16355",
"860Z200US06470","ZCTA5 06470","153238","16177",
"860Z200US06471","ZCTA5 06471","109388","18507",
"860Z200US06472","ZCTA5 06472","105729","24905",
"860Z200US06473","ZCTA5 06473","132829","6043",
"860Z200US06475","ZCTA5 06475","114333","16577",
"860Z200US06477","ZCTA5 06477","142325","10458",
"860Z200US06478","ZCTA5 06478","128953","22972",
"860Z200US06479","ZCTA5 06479","114346","16366",
"860Z200US06480","ZCTA5 06480","118929","15490",
"860Z200US06481","ZCTA5 06481","84674","80951",
"860Z200US06482","ZCTA5 06482","159828","17376",
"860Z200US06483","ZCTA5 06483","107708","14986",
"860Z200US06484","ZCTA5 06484","108185","10854",
"860Z200US06488","ZCTA5 06488","112887","8440",
"860Z200US06489","ZCTA5 06489","126465","8997",
"860Z200US06492","ZCTA5 06492","105061","5392",
"860Z200US06498","ZCTA5 06498","91202","22831",
"860Z200US06510","ZCTA5 06510","58913","15334",
"860Z200US06511","ZCTA5 06511","59969","4156",
"860Z200US06512","ZCTA5 06512","96146","9327",
"860Z200US06513","ZCTA5 06513","48500","4123",
"860Z200US06514","ZCTA5 06514","88900","10687",
"860Z200US06515","ZCTA5 06515","73709","8152",
"860Z200US06516","ZCTA5 06516","74382","4572",
"860Z200US06517","ZCTA5 06517","104550","13565",
"860Z200US06518","ZCTA5 06518","106692","9635",
"860Z200US06519","ZCTA5 06519","49619","5345",
"860Z200US06524","ZCTA5 06524","166236","20290",
"860Z200US06525","ZCTA5 06525","188750","34190",
"860Z200US06604","ZCTA5 06604","50026","8969",
"860Z200US06605","ZCTA5 06605","56179","7523",
"860Z200US06606","ZCTA5 06606","73372","7692",
"860Z200US06607","ZCTA5 06607","50000","10624",
"860Z200US06608","ZCTA5 06608","45754","4759",
"860Z200US06610","ZCTA5 06610","51634","7528",
"860Z200US06611","ZCTA5 06611","163073","11187",
"860Z200US06612","ZCTA5 06612","222604","46257",
"860Z200US06614","ZCTA5 06614","110943","13171",
"860Z200US06615","ZCTA5 06615","81534","6075",
"860Z200US06702","ZCTA5 06702","14474","4480",
"860Z200US06704","ZCTA5 06704","48718","3519",
"860Z200US06705","ZCTA5 06705","53954","4991",
"860Z200US06706","ZCTA5 06706","52242","5708",
"860Z200US06708","ZCTA5 06708","67364","8042",
"860Z200US06710","ZCTA5 06710","37191","10422",
"860Z200US06712","ZCTA5 06712","126394","17555",
"860Z200US06716","ZCTA5 06716","111225","10962",
"860Z200US06750","ZCTA5 06750","85000","30781",
"860Z200US06751","ZCTA5 06751","108929","15980",
"860Z200US06752","ZCTA5 06752","159365","5366",
"860Z200US06753","ZCTA5 06753","250,000+","***",
"860Z200US06754","ZCTA5 06754","121591","22095",
"860Z200US06755","ZCTA5 06755","185119","131155",
"860Z200US06756","ZCTA5 06756","160815","43334",
"860Z200US06757","ZCTA5 06757","95186","19123",
"860Z200US06758","ZCTA5 06758","-","**",
"860Z200US06759","ZCTA5 06759","105957","14044",
"860Z200US06762","ZCTA5 06762","133487","26311",
"860Z200US06763","ZCTA5 06763","109853","24757",
"860Z200US06770","ZCTA5 06770","96208","9537",
"860Z200US06776","ZCTA5 06776","104112","8084",
"860Z200US06777","ZCTA5 06777","94643","29396",
"860Z200US06778","ZCTA5 06778","81375","63595",
"860Z200US06779","ZCTA5 06779","95798","6510",
"860Z200US06782","ZCTA5 06782","124708","35155",
"860Z200US06783","ZCTA5 06783","123864","26793",
"860Z200US06784","ZCTA5 06784","116750","31551",
"860Z200US06785","ZCTA5 06785","118688","49080",
"860Z200US06786","ZCTA5 06786","87306","15423",
"860Z200US06787","ZCTA5 06787","103102","15208",
"860Z200US06790","ZCTA5 06790","70912","4946",
"860Z200US06791","ZCTA5 06791","129762","18124",
"860Z200US06793","ZCTA5 06793","121250","28250",
"860Z200US06794","ZCTA5 06794","96979","31307",
"860Z200US06795","ZCTA5 06795","104850","15206",
"860Z200US06796","ZCTA5 06796","106618","21048",
"860Z200US06798","ZCTA5 06798","131480","19824",
"860Z200US06801","ZCTA5 06801","116541","7142",
"860Z200US06804","ZCTA5 06804","148945","10684",
"860Z200US06807","ZCTA5 06807","192115","28835",
"860Z200US06810","ZCTA5 06810","76933","4640",
"860Z200US06811","ZCTA5 06811","104640","9014",
"860Z200US06812","ZCTA5 06812","137647","13943",
"860Z200US06820","ZCTA5 06820","250,000+","***",
"860Z200US06824","ZCTA5 06824","193300","12905",
"860Z200US06825","ZCTA5 06825","135504","12456",
"860Z200US06830","ZCTA5 06830","146654","19257",
"860Z200US06831","ZCTA5 06831","227159","25492",
"860Z200US06840","ZCTA5 06840","250,000+","***",
"860Z200US06850","ZCTA5 06850","123633","14415",
"860Z200US06851","ZCTA5 06851","111341","6736",
"860Z200US06853","ZCTA5 06853","250,000+","***",
"860Z200US06854","ZCTA5 06854","86679","12382",
"860Z200US06855","ZCTA5 06855","106439","9483",
"860Z200US06870","ZCTA5 06870","250,000+","***",
"860Z200US06877","ZCTA5 06877","179219","12450",
"860Z200US06878","ZCTA5 06878","250,000+","***",
"860Z200US06880","ZCTA5 06880","250,000+","***",
"860Z200US06883","ZCTA5 06883","250,000+","***",
"860Z200US06890","ZCTA5 06890","218841","30541",
"860Z200US06896","ZCTA5 06896","186060","14812",
"860Z200US06897","ZCTA5 06897","242199","15893",
"860Z200US06901","ZCTA5 06901","102641","14673",
"860Z200US06902","ZCTA5 06902","94843","6665",
"860Z200US06903","ZCTA5 06903","204028","21001",
"860Z200US06905","ZCTA5 06905","136757","3575",
"860Z200US06906","ZCTA5 06906","93675","12699",
"860Z200US06907","ZCTA5 06907","106379","19689",
"860Z200US07001","ZCTA5 07001","101670","10769",
"860Z200US07002","ZCTA5 07002","83887","5237",
"860Z200US07003","ZCTA5 07003","103663","6326",
"860Z200US07004","ZCTA5 07004","115980","14772",
"860Z200US07005","ZCTA5 07005","132629","13206",
"860Z200US07006","ZCTA5 07006","149102","8817",
"860Z200US07008","ZCTA5 07008","97021","15773",
"860Z200US07009","ZCTA5 07009","151625","17495",
"860Z200US07010","ZCTA5 07010","93452","13809",
"860Z200US07011","ZCTA5 07011","74194","7863",
"860Z200US07012","ZCTA5 07012","101737","10937",
"860Z200US07013","ZCTA5 07013","116273","9514",
"860Z200US07014","ZCTA5 07014","119545","39385",
"860Z200US07016","ZCTA5 07016","155972","15105",
"860Z200US07017","ZCTA5 07017","58853","7939",
"860Z200US07018","ZCTA5 07018","62564","6237",
"860Z200US07020","ZCTA5 07020","124050","8202",
"860Z200US07021","ZCTA5 07021","250,000+","***",
"860Z200US07022","ZCTA5 07022","63606","7719",
"860Z200US07023","ZCTA5 07023","195529","40950",
"860Z200US07024","ZCTA5 07024","107396","6987",
"860Z200US07026","ZCTA5 07026","79700","4632",
"860Z200US07027","ZCTA5 07027","110670","25596",
"860Z200US07028","ZCTA5 07028","247361","41035",
"860Z200US07029","ZCTA5 07029","88333","13132",
"860Z200US07030","ZCTA5 07030","180579","10044",
"860Z200US07031","ZCTA5 07031","94201","9567",
"860Z200US07032","ZCTA5 07032","79154","5962",
"860Z200US07033","ZCTA5 07033","118611","32324",
"860Z200US07034","ZCTA5 07034","104663","16579",
"860Z200US07035","ZCTA5 07035","123234","15459",
"860Z200US07036","ZCTA5 07036","91882","3701",
"860Z200US07039","ZCTA5 07039","229806","19424",
"860Z200US07040","ZCTA5 07040","173500","36582",
"860Z200US07041","ZCTA5 07041","202750","15882",
"860Z200US07042","ZCTA5 07042","122847","9327",
"860Z200US07043","ZCTA5 07043","250,000+","***",
"860Z200US07044","ZCTA5 07044","161843","15990",
"860Z200US07045","ZCTA5 07045","185078","47119",
"860Z200US07046","ZCTA5 07046","250,000+","***",
"860Z200US07047","ZCTA5 07047","78911","5140",
"860Z200US07050","ZCTA5 07050","52563","7187",
"860Z200US07052","ZCTA5 07052","129475","14311",
"860Z200US07054","ZCTA5 07054","104214","8167",
"860Z200US07055","ZCTA5 07055","55371","3988",
"860Z200US07057","ZCTA5 07057","85862","11657",
"860Z200US07058","ZCTA5 07058","127805","28526",
"860Z200US07059","ZCTA5 07059","212479","34496",
"860Z200US07060","ZCTA5 07060","78602","7726",
"860Z200US07062","ZCTA5 07062","98344","7878",
"860Z200US07063","ZCTA5 07063","93304","9127",
"860Z200US07064","ZCTA5 07064","133854","24175",
"860Z200US07065","ZCTA5 07065","91461","7212",
"860Z200US07066","ZCTA5 07066","133504","14653",
"860Z200US07067","ZCTA5 07067","122713","21938",
"860Z200US07068","ZCTA5 07068","164458","33332",
"860Z200US07069","ZCTA5 07069","171705","14390",
"860Z200US07070","ZCTA5 07070","143153","13176",
"860Z200US07071","ZCTA5 07071","111711","11189",
"860Z200US07072","ZCTA5 07072","115444","38476",
"860Z200US07073","ZCTA5 07073","97993","13948",
"860Z200US07074","ZCTA5 07074","90260","27756",
"860Z200US07075","ZCTA5 07075","136108","19259",
"860Z200US07076","ZCTA5 07076","183655","18502",
"860Z200US07077","ZCTA5 07077","108948","16155",
"860Z200US07078","ZCTA5 07078","250,000+","***",
"860Z200US07079","ZCTA5 07079","195417","19355",
"860Z200US07080","ZCTA5 07080","130205","8140",
"860Z200US07081","ZCTA5 07081","155906","25045",
"860Z200US07082","ZCTA5 07082","205023","64896",
"860Z200US07083","ZCTA5 07083","121887","6855",
"860Z200US07086","ZCTA5 07086","127763","23389",
"860Z200US07087","ZCTA5 07087","64310","4602",
"860Z200US07088","ZCTA5 07088","93240","17959",
"860Z200US07090","ZCTA5 07090","232629","17720",
"860Z200US07092","ZCTA5 07092","211538","63184",
"860Z200US07093","ZCTA5 07093","73174","5623",
"860Z200US07094","ZCTA5 07094","139821","14852",
"860Z200US07095","ZCTA5 07095","104926","12744",
"860Z200US07102","ZCTA5 07102","38864","10301",
"860Z200US07103","ZCTA5 07103","51534","4303",
"860Z200US07104","ZCTA5 07104","53978","6654",
"860Z200US07105","ZCTA5 07105","59847","2938",
"860Z200US07106","ZCTA5 07106","53440","7826",
"860Z200US07107","ZCTA5 07107","51242","3974",
"860Z200US07108","ZCTA5 07108","36200","6806",
"860Z200US07109","ZCTA5 07109","90438","5895",
"860Z200US07110","ZCTA5 07110","119646","7827",
"860Z200US07111","ZCTA5 07111","61609","5386",
"860Z200US07112","ZCTA5 07112","58200","3378",
"860Z200US07114","ZCTA5 07114","36019","8549",
"860Z200US07201","ZCTA5 07201","60080","6232",
"860Z200US07202","ZCTA5 07202","71250","6415",
"860Z200US07203","ZCTA5 07203","92762","14186",
"860Z200US07204","ZCTA5 07204","109679","11283",
"860Z200US07205","ZCTA5 07205","99528","8370",
"860Z200US07206","ZCTA5 07206","68420","14640",
"860Z200US07208","ZCTA5 07208","65511","6306",
"860Z200US07302","ZCTA5 07302","175077","11705",
"860Z200US07304","ZCTA5 07304","70986","3288",
"860Z200US07305","ZCTA5 07305","76527","8046",
"860Z200US07306","ZCTA5 07306","74953","4535",
"860Z200US07307","ZCTA5 07307","83297","9768",
"860Z200US07310","ZCTA5 07310","183464","27644",
"860Z200US07311","ZCTA5 07311","202679","139743",
"860Z200US07401","ZCTA5 07401","160162","32952",
"860Z200US07403","ZCTA5 07403","128010","14802",
"860Z200US07405","ZCTA5 07405","135169","18064",
"860Z200US07407","ZCTA5 07407","101740","10583",
"860Z200US07410","ZCTA5 07410","144574","12614",
"860Z200US07416","ZCTA5 07416","93983","4646",
"860Z200US07417","ZCTA5 07417","236023","26399",
"860Z200US07418","ZCTA5 07418","156439","52294",
"860Z200US07419","ZCTA5 07419","100713","10346",
"860Z200US07420","ZCTA5 07420","109278","15964",
"860Z200US07421","ZCTA5 07421","129800","24276",
"860Z200US07422","ZCTA5 07422","108722","13416",
"860Z200US07423","ZCTA5 07423","250,000+","***",
"860Z200US07424","ZCTA5 07424","105050","9007",
"860Z200US07430","ZCTA5 07430","131327","12015",
"860Z200US07432","ZCTA5 07432","146841","25521",
"860Z200US07435","ZCTA5 07435","145342","24311",
"860Z200US07436","ZCTA5 07436","161971","15226",
"860Z200US07438","ZCTA5 07438","123271","15388",
"860Z200US07439","ZCTA5 07439","105551","7826",
"860Z200US07440","ZCTA5 07440","147188","31302",
"860Z200US07442","ZCTA5 07442","124454","13943",
"860Z200US07444","ZCTA5 07444","117959","9640",
"860Z200US07446","ZCTA5 07446","160996","22685",
"860Z200US07450","ZCTA5 07450","208211","17735",
"860Z200US07452","ZCTA5 07452","215096","18218",
"860Z200US07456","ZCTA5 07456","152414","14251",
"860Z200US07457","ZCTA5 07457","102950","10103",
"860Z200US07458","ZCTA5 07458","244022","34457",
"860Z200US07460","ZCTA5 07460","145081","36652",
"860Z200US07461","ZCTA5 07461","106981","9383",
"860Z200US07462","ZCTA5 07462","95945","8054",
"860Z200US07463","ZCTA5 07463","177962","23550",
"860Z200US07465","ZCTA5 07465","115159","9064",
"860Z200US07470","ZCTA5 07470","153056","8248",
"860Z200US07480","ZCTA5 07480","132676","11309",
"860Z200US07481","ZCTA5 07481","203988","20759",
"860Z200US07501","ZCTA5 07501","44300","4680",
"860Z200US07502","ZCTA5 07502","76790","12738",
"860Z200US07503","ZCTA5 07503","60443","4474",
"860Z200US07504","ZCTA5 07504","76659","12440",
"860Z200US07505","ZCTA5 07505","36326","3299",
"860Z200US07506","ZCTA5 07506","110237","10989",
"860Z200US07508","ZCTA5 07508","95806","5353",
"860Z200US07512","ZCTA5 07512","113563","14507",
"860Z200US07513","ZCTA5 07513","68630","8424",
"860Z200US07514","ZCTA5 07514","70205","10835",
"860Z200US07522","ZCTA5 07522","48058","3787",
"860Z200US07524","ZCTA5 07524","49103","2801",
"860Z200US07601","ZCTA5 07601","84277","5290",
"860Z200US07603","ZCTA5 07603","103299","13330",
"860Z200US07604","ZCTA5 07604","123734","15602",
"860Z200US07605","ZCTA5 07605","129219","17761",
"860Z200US07606","ZCTA5 07606","84527","19610",
"860Z200US07607","ZCTA5 07607","117912","15612",
"860Z200US07608","ZCTA5 07608","24904","16607",
"860Z200US07620","ZCTA5 07620","246944","77017",
"860Z200US07621","ZCTA5 07621","130045","9993",
"860Z200US07624","ZCTA5 07624","190469","40179",
"860Z200US07626","ZCTA5 07626","170376","7724",
"860Z200US07627","ZCTA5 07627","208036","55973",
"860Z200US07628","ZCTA5 07628","126071","13465",
"860Z200US07630","ZCTA5 07630","155536","24565",
"860Z200US07631","ZCTA5 07631","102571","9327",
"860Z200US07632","ZCTA5 07632","230611","22045",
"860Z200US07640","ZCTA5 07640","180500","28528",
"860Z200US07641","ZCTA5 07641","236765","20085",
"860Z200US07642","ZCTA5 07642","186688","22020",
"860Z200US07643","ZCTA5 07643","85750","13188",
"860Z200US07644","ZCTA5 07644","89305","7728",
"860Z200US07645","ZCTA5 07645","178269","20952",
"860Z200US07646","ZCTA5 07646","114889","13127",
"860Z200US07647","ZCTA5 07647","128542","23999",
"860Z200US07648","ZCTA5 07648","178311","20365",
"860Z200US07649","ZCTA5 07649","221322","16913",
"860Z200US07650","ZCTA5 07650","94743","9430",
"860Z200US07652","ZCTA5 07652","144349","16221",
"860Z200US07656","ZCTA5 07656","171029","21993",
"860Z200US07657","ZCTA5 07657","118059","15801",
"860Z200US07660","ZCTA5 07660","100718","10842",
"860Z200US07661","ZCTA5 07661","159028","20738",
"860Z200US07662","ZCTA5 07662","110380","31747",
"860Z200US07663","ZCTA5 07663","129073","11371",
"860Z200US07666","ZCTA5 07666","144075","9736",
"860Z200US07670","ZCTA5 07670","208200","17786",
"860Z200US07675","ZCTA5 07675","183154","10626",
"860Z200US07676","ZCTA5 07676","180133","19564",
"860Z200US07677","ZCTA5 07677","213981","52635",
"860Z200US07701","ZCTA5 07701","112143","10416",
"860Z200US07702","ZCTA5 07702","178958","37285",
"860Z200US07703","ZCTA5 07703","-","**",
"860Z200US07704","ZCTA5 07704","250,000+","***",
"860Z200US07711","ZCTA5 07711","112404","47343",
"860Z200US07712","ZCTA5 07712","96725","4403",
"860Z200US07716","ZCTA5 07716","126591","15103",
"860Z200US07717","ZCTA5 07717","122635","13235",
"860Z200US07718","ZCTA5 07718","131531","23669",
"860Z200US07719","ZCTA5 07719","119828","13958",
"860Z200US07720","ZCTA5 07720","97005","35418",
"860Z200US07721","ZCTA5 07721","123060","19805",
"860Z200US07722","ZCTA5 07722","198994","34165",
"860Z200US07723","ZCTA5 07723","160000","139479",
"860Z200US07724","ZCTA5 07724","102756","6024",
"860Z200US07726","ZCTA5 07726","149197","9311",
"860Z200US07727","ZCTA5 07727","129931","13504",
"860Z200US07728","ZCTA5 07728","114072","8352",
"860Z200US07730","ZCTA5 07730","125338","10684",
"860Z200US07731","ZCTA5 07731","134056","7008",
"860Z200US07732","ZCTA5 07732","91875","4869",
"860Z200US07733","ZCTA5 07733","166849","25200",
"860Z200US07734","ZCTA5 07734","82029","12090",
"860Z200US07735","ZCTA5 07735","97536","10379",
"860Z200US07737","ZCTA5 07737","139318","53497",
"860Z200US07738","ZCTA5 07738","189000","30358",
"860Z200US07739","ZCTA5 07739","240853","34724",
"860Z200US07740","ZCTA5 07740","79870","10323",
"860Z200US07746","ZCTA5 07746","207689","31300",
"860Z200US07747","ZCTA5 07747","124383","7060",
"860Z200US07748","ZCTA5 07748","152981","11530",
"860Z200US07750","ZCTA5 07750","150188","43950",
"860Z200US07751","ZCTA5 07751","181205","15028",
"860Z200US07753","ZCTA5 07753","95712","9750",
"860Z200US07755","ZCTA5 07755","134338","18006",
"860Z200US07756","ZCTA5 07756","89286","30631",
"860Z200US07757","ZCTA5 07757","126094","28756",
"860Z200US07758","ZCTA5 07758","115298","22834",
"860Z200US07760","ZCTA5 07760","226635","27008",
"860Z200US07762","ZCTA5 07762","116295","20157",
"860Z200US07764","ZCTA5 07764","114271","22176",
"860Z200US07801","ZCTA5 07801","84517","9245",
"860Z200US07803","ZCTA5 07803","119583","16169",
"860Z200US07820","ZCTA5 07820","-","**",
"860Z200US07821","ZCTA5 07821","141860","20639",
"860Z200US07822","ZCTA5 07822","114545","20286",
"860Z200US07823","ZCTA5 07823","85522","15815",
"860Z200US07825","ZCTA5 07825","123785","7332",
"860Z200US07826","ZCTA5 07826","116598","8396",
"860Z200US07827","ZCTA5 07827","101444","25018",
"860Z200US07828","ZCTA5 07828","103320","17736",
"860Z200US07830","ZCTA5 07830","180852","24689",
"860Z200US07831","ZCTA5 07831","-","**",
"860Z200US07832","ZCTA5 07832","106424","5935",
"860Z200US07833","ZCTA5 07833","-","**",
"860Z200US07834","ZCTA5 07834","156902","17313",
"860Z200US07836","ZCTA5 07836","151915","11510",
"860Z200US07838","ZCTA5 07838","121599","26613",
"860Z200US07840","ZCTA5 07840","105866","7117",
"860Z200US07842","ZCTA5 07842","-","**",
"860Z200US07843","ZCTA5 07843","108651","12058",
"860Z200US07844","ZCTA5 07844","80221","27326",
"860Z200US07846","ZCTA5 07846","99792","37116",
"860Z200US07847","ZCTA5 07847","85327","8655",
"860Z200US07848","ZCTA5 07848","128317","13175",
"860Z200US07849","ZCTA5 07849","117298","18491",
"860Z200US07850","ZCTA5 07850","106806","20060",
"860Z200US07851","ZCTA5 07851","108419","15797",
"860Z200US07852","ZCTA5 07852","119539","24148",
"860Z200US07853","ZCTA5 07853","175792","23066",
"860Z200US07856","ZCTA5 07856","92466","19040",
"860Z200US07857","ZCTA5 07857","85898","31938",
"860Z200US07860","ZCTA5 07860","110045","5122",
"860Z200US07863","ZCTA5 07863","94167","14670",
"860Z200US07865","ZCTA5 07865","108056","31269",
"860Z200US07866","ZCTA5 07866","131403","14557",
"860Z200US07869","ZCTA5 07869","169497","13265",
"860Z200US07870","ZCTA5 07870","-","**",
"860Z200US07871","ZCTA5 07871","167654","21317",
"860Z200US07874","ZCTA5 07874","132500","14557",
"860Z200US07876","ZCTA5 07876","161304","12410",
"860Z200US07878","ZCTA5 07878","116445","25436",
"860Z200US07880","ZCTA5 07880","-","**",
"860Z200US07881","ZCTA5 07881","-","**",
"860Z200US07882","ZCTA5 07882","107567","7138",
"860Z200US07885","ZCTA5 07885","100716","12640",
"860Z200US07901","ZCTA5 07901","179701","21982",
"860Z200US07920","ZCTA5 07920","192857","17291",
"860Z200US07921","ZCTA5 07921","123104","10573",
"860Z200US07922","ZCTA5 07922","202944","46438",
"860Z200US07924","ZCTA5 07924","236042","32935",
"860Z200US07926","ZCTA5 07926","250,000+","***",
"860Z200US07927","ZCTA5 07927","170400","38419",
"860Z200US07928","ZCTA5 07928","220982","22182",
"860Z200US07930","ZCTA5 07930","240954","17625",
"860Z200US07931","ZCTA5 07931","201078","43924",
"860Z200US07932","ZCTA5 07932","156458","18392",
"860Z200US07933","ZCTA5 07933","-","**",
"860Z200US07934","ZCTA5 07934","245429","5847",
"860Z200US07935","ZCTA5 07935","106979","68939",
"860Z200US07936","ZCTA5 07936","149583","17373",
"860Z200US07939","ZCTA5 07939","-","**",
"860Z200US07940","ZCTA5 07940","172708","19409",
"860Z200US07945","ZCTA5 07945","250,000+","***",
"860Z200US07946","ZCTA5 07946","208587","43371",
"860Z200US07950","ZCTA5 07950","153762","4189",
"860Z200US07960","ZCTA5 07960","160334","8522",
"860Z200US07961","ZCTA5 07961","-","**",
"860Z200US07970","ZCTA5 07970","250,000+","***",
"860Z200US07974","ZCTA5 07974","172894","10635",
"860Z200US07976","ZCTA5 07976","247697","218343",
"860Z200US07977","ZCTA5 07977","150875","84055",
"860Z200US07979","ZCTA5 07979","-","**",
"860Z200US07980","ZCTA5 07980","162955","51178",
"860Z200US07981","ZCTA5 07981","149893","12375",
"860Z200US08001","ZCTA5 08001","134583","65154",
"860Z200US08002","ZCTA5 08002","100951","6395",
"860Z200US08003","ZCTA5 08003","155059","9038",
"860Z200US08004","ZCTA5 08004","111738","7550",
"860Z200US08005","ZCTA5 08005","93584","5918",
"860Z200US08006","ZCTA5 08006","125417","35221",
"860Z200US08007","ZCTA5 08007","99565","29399",
